"","tp_tid","ra_tid","taibnet_namecode","uuid","rank","class","class_c","order","order_c","family","family_c","genus","genus_c","name","name_c","is_endemic","is_alien","is_protected"
"3614",395571,395571,395571,"ee8402cf-cf90-4336-98bb-108739c4c593","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Serranidae","鮨科","Epinephelus","石斑魚屬","Epinephelus longispinis","長棘石斑魚","","",""
"3615",395572,395572,395572,"d3581288-898f-4cc4-a7dc-204c0ff0173b","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Stromateidae","鯧科","Pampus","鯧屬","Pampus minor","鏡鯧","","",""
"3616",395573,395573,395573,"d47ce44b-4099-4dc9-aa5d-f4b693bd4b5b","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Terapontidae","?科","Rhynchopelates","","Rhynchopelates oxyrhynchus","尖突吻?","","",""
"3617",395574,395574,395574,"5475fff8-c9c9-4031-9254-843a9d25e28f","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Apogonidae","天竺鯛科","Taeniamia","","Taeniamia dispilus","橫紋帶天竺鯛","","",""
"3618",395575,395575,395575,"e83fe001-a9c8-487f-9992-3bde6928c3db","species","Actinopterygii","條鰭魚綱","Pleuronectiformes","鰈形目","Cynoglossidae","舌鰨科","Cynoglossus","舌鰨屬","Cynoglossus ochiaii","落合氏舌鰨","","",""
"3619",395576,395576,395576,"3efdab01-49de-44c1-8c87-c92b6cb18191","species","Actinopterygii","條鰭魚綱","Pleuronectiformes","鰈形目","Cynoglossidae","舌鰨科","Symphurus","無線鰨屬","Symphurus leucochilus","白邊無線鰨","","",""
"3620",395577,395577,395577,"bf989aef-e829-47c6-a098-1b809a13ab72","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Echelus","","Echelus polyspondylus","多椎鰭蠕鰻","","",""
"3621",395578,395578,395578,"2a765fef-f405-4c5d-85c1-ef503116a7a0","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Pseudogobius","擬?虎屬","Pseudogobius taijiangensis","台江擬?虎","","",""
"3622",395579,395579,395579,"746d7607-4bd6-477a-a7fb-8ebcc32e4490","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Pseudogobius","擬?虎屬","Pseudogobius gastrospilos","腹斑擬?虎","","",""
"3623",395580,395580,395580,"78a60728-c401-4965-a7f3-87fc0a9e1969","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Mugilogobius","鯔?虎屬","Mugilogobius mertoni","梅氏鯔?虎","","",""
"3624",395581,395581,395581,"2255f576-1068-4998-8960-95ebab6563a2","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Wuhanlinigobius","","Wuhanlinigobius polylepis","多鱗伍氏?虎","","",""
"3625",395582,395582,395582,"f1e3271f-c4bc-43c5-a349-728a542171c3","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Stiphodon","枝牙?虎屬","Stiphodon pelewensis","帛琉枝牙?虎","","",""
"3626",395583,395583,395583,"9ceaafd7-7cf3-4a6f-9262-5c9995bcfa9a","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Chlopsidae","擬鯙科","Chlopsis","","Chlopsis nanhaiensis","南海擬鯙","","",""
"3627",395584,395584,395584,"d9d2eda1-be79-4e82-92d9-24e7bea8030e","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Muraenidae","鯙科","Anarchias","裸臀鯙屬","Anarchias cantonensis","坎頓裸臀鯙","","",""
"3628",395585,395585,395585,"aa1b3fd3-2a5e-437f-9026-c55e0001105f","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Muraenidae","鯙科","Enchelycore","勾吻鯙屬","Enchelycore bayeri","貝氏勾吻鯙","","",""
"3629",395586,395586,395586,"592ed137-1058-4463-be6d-d15565107b95","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Muraenidae","鯙科","Enchelynassa","","Enchelynassa canina","犬齒?齒鯙","","",""
"3630",395587,395587,395587,"003d0b94-128b-40f1-9dd2-484fddf331c9","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Muraenidae","鯙科","Gymnothorax","裸胸鯙屬","Gymnothorax elegans","美裸胸鯙","","",""
"3631",395588,395588,395588,"20d07be2-3541-4f86-9195-022392edcbd9","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Muraenidae","鯙科","Gymnothorax","裸胸鯙屬","Gymnothorax fuscomaculatus","褐斑裸胸鯙","","",""
"3632",395589,395589,395589,"1ce2a84a-bf1e-4aa9-ba34-4713e0d7542b","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Muraenidae","鯙科","Gymnothorax","裸胸鯙屬","Gymnothorax gracilicauda","細尾裸胸鯙","","",""
"3633",395590,395590,395590,"af4e0e42-658f-42a0-9296-bcd7782d2bb3","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Muraenidae","鯙科","Gymnothorax","裸胸鯙屬","Gymnothorax intesi","英式裸胸鯙","","",""
"3634",395591,395591,395591,"e5ed4966-ddf6-43b2-934c-d9fd45038424","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Muraenidae","鯙科","Gymnothorax","裸胸鯙屬","Gymnothorax isingteena","魔斑裸胸鯙","","",""
"3635",395592,395592,395592,"7000bade-cd26-4faa-ac36-55fd1531ae8c","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Muraenidae","鯙科","Gymnothorax","裸胸鯙屬","Gymnothorax phasmatodes","無斑裸胸鯙","","",""
"3636",395593,395593,395593,"323489ba-b0e5-493e-af43-0c65b23d24ab","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Muraenidae","鯙科","Gymnothorax","裸胸鯙屬","Gymnothorax pseudomelanosomatus","擬黑身裸胸鯙","","",""
"3637",395594,395594,395594,"f82f502e-e3b6-452f-94fb-1824cc8c1c94","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Muraenidae","鯙科","Gymnothorax","裸胸鯙屬","Gymnothorax sagmacephalus","鞍頭裸胸鯙","","",""
"3638",395595,395595,395595,"06a8c196-5e67-41f6-8867-52b9d78b7ec8","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Muraenidae","鯙科","Uropterygius","尾鯙屬","Uropterygius alboguttatus","白斑尾鯙","","",""
"3639",395596,395596,395596,"536f09da-ba19-45da-8401-05ae3adb6d4a","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Muraenidae","鯙科","Uropterygius","尾鯙屬","Uropterygius nagoensis","網紋尾鯙","","",""
"3640",395597,395597,395597,"2465b25d-2e10-40cf-a98a-1f8dc1b1138c","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Muraenidae","鯙科","Uropterygius","尾鯙屬","Uropterygius xanthopterus","黃鰭尾鯙","","",""
"3641",395598,395598,395598,"920fd053-f6bd-46c3-8f6d-b5487dc7c01d","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Synaphobranchidae","合鰓鰻科","Dysomma","前肛鰻屬","Dysomma taiwanensis","臺灣前肛鰻","","",""
"3642",395599,395599,395599,"aaeb4522-9f99-4093-93b9-dafc77d23df4","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Muraenichthys","","Muraenichthys gymnopterus","裸鰭蟲鰻","","",""
"3643",395600,395600,395600,"4fd5eba7-9225-4a1b-800d-24d725f1a81a","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Muraenichthys","","Muraenichthys schultzei","許氏蟲鰻","","",""
"3644",395601,395601,395601,"89df4895-1412-4eac-a4b6-76c6a11b664f","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Muraenichthys","","Muraenichthys hattae","短鰭蟲鰻","","",""
"3645",395602,395602,395602,"ac6acd99-3b92-4158-b242-30e58d8ba5cc","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Muraenichthys","","Muraenichthys thompsoni","湯氏蟲鰻","","",""
"3646",395603,395603,395603,"88d50d60-79a7-49e9-8045-8db7ce021f8a","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Muraenichthys","","Muraenichthys velinasalis","鼻瓣蟲鰻","","",""
"3647",395604,395604,395604,"fdb35d48-05ee-4db4-a7f7-eb83a466011d","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Neenchelys","新蛇鰻屬","Neenchelys diaphora","長鰭新蛇鰻","","",""
"3648",395605,395605,395605,"677b99c9-81c1-479e-a2d9-42a85c38fef4","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Neenchelys","新蛇鰻屬","Neenchelys gracilis","細身新蛇鰻","","",""
"3649",395606,395606,395606,"26dbeb51-c634-4342-b963-c023217a43d0","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Neenchelys","新蛇鰻屬","Neenchelys pelagica","大洋新蛇鰻","","",""
"3650",395607,395607,395607,"dd8e2503-13b9-4236-b263-b6c404ec5090","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Neenchelys","新蛇鰻屬","Neenchelys similis","長身新蛇鰻","","",""
"3651",395608,395608,395608,"e1f909b1-e705-4ed7-bedf-b520add1d55d","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Ophichthus","蛇鰻屬","Ophichthus bicolor","高鰭蛇鰻","","",""
"3652",395609,395609,395609,"a49d9d1f-269b-4d95-a9ca-f52eb6aa3752","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Ophichthus","蛇鰻屬","Ophichthus machidai","町田氏蛇鰻","","",""
"3653",395610,395610,395610,"f6e7d603-3eb0-412a-8cc5-ea6672a022aa","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Ophichthus","蛇鰻屬","Ophichthus megalops","大眼蛇鰻","","",""
"3654",395611,395611,395611,"ea709ada-1647-4872-93c1-41b8c416ebaa","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Ophichthus","蛇鰻屬","Ophichthus obtusus","壯體蛇鰻","","",""
"3655",395612,395612,395612,"a923d700-cc98-4760-bc7c-444f07fb96b4","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Ophichthus","蛇鰻屬","Ophichthus shaoi","邵氏蛇鰻","","",""
"3656",395613,395613,395613,"40e630bf-f057-4243-a540-8eb2fd1b7fad","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Phyllophichthus","","Phyllophichthus xenodontus","葉鼻蛇鰻","","",""
"3657",395614,395614,395614,"38c55bd0-15fd-4a8a-aa98-58e5e77b006d","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Schultzidia","","Schultzidia johnstonensis","約氏舒蛇鰻","","",""
"3658",395615,395615,395615,"344349d0-f87f-4d7c-b4b5-ef17988ce4a5","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Scolecenchelys","蠕蛇鰻屬","Scolecenchelys fuscapenis","黑尾蠕蛇鰻","","",""
"3659",395616,395616,395616,"c44d0baf-4a3e-46f5-9e49-76672b5ba0c9","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Scolecenchelys","蠕蛇鰻屬","Scolecenchelys iredalei","愛氏蠕蛇鰻","","",""
"3660",395617,395617,395617,"2c2e6824-30f9-491f-8607-7429d9898401","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Scolecenchelys","蠕蛇鰻屬","Scolecenchelys laticaudata","側尾蠕蛇鰻","","",""
"3661",395618,395618,395618,"15bee5e1-af79-4782-bb2f-f3ff79b13fd9","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Skythrenchelys","","Skythrenchelys zabra","斑馬龜蛇鰻","","",""
"3662",395619,395619,395619,"fd5c5cc4-400c-4eb1-809c-5d68f6052f60","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Sympenchelys","","Sympenchelys taiwanensis","臺灣扁蛇鰻","","",""
"3663",395620,395620,395620,"14547acd-3341-467e-bdda-8fd5b6839d85","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Ophichthidae","蛇鰻科","Yirrkala","","Yirrkala misolensis","米蘇爾細鋤蛇鰻","","",""
"3664",395621,395621,395621,"d8631749-cde4-4e5c-94c4-123fd05bb1e8","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Derichthyidae","項鰻科","Nessorhamphus","","Nessorhamphus danae","丹氏鴨項鰻","","",""
"3665",395622,395622,395622,"481a6c25-16d8-4dc3-891d-df590b787887","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Muraenesocidae","海鰻科","Congresox","","Congresox talabon","原鶴海鰻","","",""
"3666",395623,395623,395623,"5de42572-0b4c-48f1-8ce0-bf5ccae837c8","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Congridae","糯鰻科","Congrhynchus","","Congrhynchus talabonoides","原鶴康吉吻鰻","","",""
"3667",395624,395624,395624,"107bb2c7-4341-4942-960d-fd01f83be69e","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Congridae","糯鰻科","Ariosoma","錐體糯鰻屬","Ariosoma shiroanago","銀錐體糯鰻","","",""
"3668",395625,395625,395625,"4d6d7ebc-9cf3-4d50-bbab-96c45711a427","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Congridae","糯鰻科","Conger","糯鰻屬","Conger jordani","喬氏糯鰻","","",""
"3669",395626,395626,395626,"80c430d9-bcba-4039-b31e-c0c7f8e6bb98","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Congridae","糯鰻科","Conger","糯鰻屬","Conger macrocephalus","大頭糯鰻","","",""
"3670",395627,395627,395627,"887933a6-6cc0-4988-920f-41bfb7564e2a","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Congridae","糯鰻科","Gnathophis","頜吻鰻屬","Gnathophis asanoi","淺野氏頜吻糯鰻","","",""
"3671",395628,395628,395628,"369c4ff2-da15-4f1b-98b4-241505e8092e","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Nettastomatidae","鴨嘴鰻科","Nettenchelys","","Nettenchelys gephyra","橋鴨蛇鰻","","",""
"3672",395629,395629,395629,"e23f0781-76d2-43c1-a0a2-932cdf738fb3","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Nettastomatidae","鴨嘴鰻科","Nettenchelys","","Nettenchelys proxima","近鴨蛇鰻","","",""
"3673",395630,395630,395630,"052b55d4-7785-473d-86ac-cfb5aa90785c","species","Actinopterygii","條鰭魚綱","Anguilliformes","鰻形目","Nettastomatidae","鴨嘴鰻科","Saurenchelys","蜥鰻屬","Saurenchelys gigas","巨蜥鰻","","",""
"3674",395631,395631,395631,"a2f038f5-2991-4845-ad30-c766edf67ae8","species","Actinopterygii","條鰭魚綱","Clupeiformes","鯡形目","Engraulidae","鯷科","Coilia","鱭屬","Coilia nasus","刀鱭","","",""
"3675",395632,395632,395632,"8c1a5a08-a1c4-4da4-b11b-948171fa3174","species","Actinopterygii","條鰭魚綱","Aulopiformes","仙女魚目","Paralepididae","?蜥魚科","Lestrolepis","光鱗魚屬","Lestrolepis luetkeni","劉氏光鱗魚","","",""
"3676",395634,395634,395634,"1b7b9376-88a2-4ef6-bc9b-9672db8cc33d","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Lethrinidae","龍占魚科","Lethrinus","龍占魚屬","Lethrinus miniatus","長吻龍占魚","","",""
"3677",395635,395635,395635,"0130083c-017a-41ce-9724-6fbcf15d4ac3","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Cichlidae","麗魚科","Hemichromis","半麗魚屬","Hemichromis bimaculatus","雙斑伴麗魚","","",""
"3678",395636,395636,395636,"1e7491ea-4e66-4489-842d-1870583fe0e7","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Pinguipedidae","擬鱸科","Parapercis","擬鱸屬","Parapercis moki","莫氏沙鱸","","",""
"3679",395637,395637,395637,"c1b7e675-9f69-4c28-9b06-787bae222484","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Pinguipedidae","擬鱸科","Parapercis","擬鱸屬","Parapercis okamurai","岡村氏擬鱸","","",""
"3680",395638,395638,395638,"0949cd09-097b-441d-ba95-4d26344a653f","species","Chondrichthyes","軟骨魚綱","Myliobatiformes","燕魟目","Myliobatidae","?科","Manta","前口蝠?屬","Manta alfredi","阿氏前口蝠?","","",""
"3681",395639,395639,395639,"07fddf03-f707-495b-bae8-72d720950923","species","Chondrichthyes","軟骨魚綱","Myliobatiformes","燕魟目","Myliobatidae","?科","Aetobatus","鷂?屬","Aetobatus ocellatus","眼斑鷂?","","",""
"3682",395640,395640,395640,"3df80123-b83e-41ce-97a1-77da655b1c9f","species","Chondrichthyes","軟骨魚綱","Myliobatiformes","燕魟目","Dasyatidae","魟科","Taeniura","條尾魟屬","Taeniura lymma","藍斑條尾魟","","",""
"3683",395641,395641,395641,"fdab2b7c-b905-45c1-ae0c-9e9b2c72545d","species","Chondrichthyes","軟骨魚綱","Rajiformes","鯆?目","Rajidae","鰩科","Dipturus","長吻鰩屬","Dipturus gigas","巨長吻鰩","","",""
"3684",395642,395642,395642,"fb49e994-ea46-4b93-9e67-d5cdee728cfd","species","Chondrichthyes","軟骨魚綱","Rajiformes","鯆?目","Rajidae","鰩科","Dipturus","長吻鰩屬","Dipturus wuhanlingi","伍氏長吻鰩","","",""
"3685",395643,395643,395643,"603781c1-ba3e-4731-a108-8f5fe9aa36a8","species","Chondrichthyes","軟骨魚綱","Carcharhiniformes","真鯊目","Carcharhinidae","真鯊科","Carcharhinus","真鯊屬","Carcharhinus tjutjot","爪哇真鯊","","",""
"3686",395644,395644,395644,"f6f5e319-dd96-49cc-ab4d-c3de735a3275","species","Chondrichthyes","軟骨魚綱","Carcharhiniformes","真鯊目","Hemigaleidae","半沙條鯊科","Paragaleus","副沙條鯊屬","Paragaleus randalli","蘭道氏副沙條鯊","","",""
"3687",395646,395646,395646,"660fb88e-0ecb-4ced-b325-79b78a8c54db","species","Chondrichthyes","軟骨魚綱","Carcharhiniformes","真鯊目","Scyliorhinidae","貓鯊科","Cephaloscyllium","頭鯊屬","Cephaloscyllium sarawakensis","沙勞越頭鯊","","",""
"3688",395647,395647,395647,"465eada3-32d6-46dd-b842-d614663efda4","species","Chondrichthyes","軟骨魚綱","Carcharhiniformes","真鯊目","Scyliorhinidae","貓鯊科","Parmaturus","盾尾鯊屬","Parmaturus pilosus","盾尾鯊","","",""
"3689",395648,395648,395648,"7cdddfd3-376a-4b33-a5f1-2c5fbe4c4f68","species","Chondrichthyes","軟骨魚綱","Carcharhiniformes","真鯊目","Scyliorhinidae","貓鯊科","Scyliorhinus","貓鯊屬","Scyliorhinus tokubee","白點貓鯊","","",""
"3690",395649,395649,395649,"1ae4a8be-26ba-4c4b-89aa-5c8e269e9a40","species","Chondrichthyes","軟骨魚綱","Carcharhiniformes","真鯊目","Scyliorhinidae","貓鯊科","Galeus","蜥鯊屬","Galeus nipponensis","日本蜥鯊","","",""
"3691",395650,395650,395650,"32cd5e13-963c-4696-a20e-8531aa1c09c1","species","Chondrichthyes","軟骨魚綱","Lamniformes","鯖鯊目","Lamnidae","鼠鯊科","Lamna","","Lamna ditropis","太平洋鼠鯊","","",""
"3692",395652,395652,395652,"33fc4244-5baf-4772-8224-f2d4dedca478","species","Chondrichthyes","軟骨魚綱","Squaliformes","角鯊目","Somniosidae","睡鯊科","Scymnodon","異鱗鯊屬","Scymnodon ichiharai","一原氏異鱗鯊","","",""
"3693",395653,395653,395653,"6bdbbf74-932f-47ba-8219-c729cf2e481c","species","Chondrichthyes","軟骨魚綱","Squaliformes","角鯊目","Etmopteridae","烏鯊科","Trigonognathus","","Trigonognathus kabeyai","卡氏尖頜烏鯊","","",""
"3694",395654,395654,395654,"1b15da6b-2299-4647-b0cc-9b76d9bd5366","species","Chondrichthyes","軟骨魚綱","Squaliformes","角鯊目","Centrophoridae","刺鯊科","Centrophorus","刺鯊屬","Centrophorus granulosus","顆粒刺鯊","","",""
"3695",395655,395655,395655,"f9cb5413-edf9-4e80-9763-3f42d80fd73c","species","Chondrichthyes","軟骨魚綱","Squaliformes","角鯊目","Centrophoridae","刺鯊科","Centrophorus","刺鯊屬","Centrophorus isodon","等齒刺鯊","","",""
"3696",395656,395656,395656,"6e0b74cc-adb4-4ef8-999f-1e96141d4648","species","Chondrichthyes","軟骨魚綱","Squaliformes","角鯊目","Centrophoridae","刺鯊科","Deania","田氏鯊屬","Deania profundorum","深水田氏鯊","","",""
"3697",395657,395657,395657,"68e84c6b-ab3b-4715-b7c6-5937948fc052","species","Chondrichthyes","軟骨魚綱","Squaliformes","角鯊目","Squalidae","角鯊科","Squalus","角鯊屬","Squalus formosus","臺灣角鯊","","",""
"3698",395658,395658,395658,"82f0d295-7ed8-4555-9842-f3a40a54504b","species","Chondrichthyes","軟骨魚綱","Squaliformes","角鯊目","Squalidae","角鯊科","Squalus","角鯊屬","Squalus montalbani","蒙式角鯊","","",""
"3699",395659,395659,395659,"fc10851e-bc2f-45f7-bf2a-92cb1b18d872","species","Chondrichthyes","軟骨魚綱","Squaliformes","角鯊目","Squalidae","角鯊科","Squalus","角鯊屬","Squalus suckleyi","薩式角鯊","","",""
"3700",395660,395660,395660,"fe5007c8-ce3a-4098-b183-eef0c3bb8b9e","species","Chondrichthyes","軟骨魚綱","Chimaeriformes","銀鮫目","Rhinochimaeridae","長吻銀鮫科","Rhinochimaera","長吻銀鮫屬","Rhinochimaera africana","非洲長吻銀鮫","","",""
"3701",395664,395664,395664,"35ce34fc-91bc-4424-9dbb-8d884b50a8c6","species","Actinopterygii","條鰭魚綱","Perciformes","鱸形目","Gobiidae","?虎科","Mugilogobius","鯔?虎屬","Mugilogobius flavomaculatus","黃斑鯔?虎","","",""
"3702",401685,401685,401685,"5f7d20a1-1d0b-4122-b905-517463797c98","species","Mammalia","哺乳綱","Chiroptera","翼手目","Pteropodidae","大蝙蝠科","Cynopterus","犬蝠屬","Cynopterus sphinx","印度犬果蝠","","",""
"3703",401688,401688,401688,"ff907f94-7673-4e31-9238-0d61c8a4811c","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Kerivoula","彩蝠屬","Kerivoula furva","彩蝠","","",""
"3704",401689,401689,401689,"3d6fc582-50e9-45c6-b137-9475473d4ac6","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Myotis","鼠耳蝠屬","Myotis secundus","長趾鼠耳蝠","Y","",""
"3705",401690,401690,401690,"3247491d-9141-41b9-b97a-c43acdcabb3c","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Myotis","鼠耳蝠屬","Myotis frater","長尾鼠耳蝠","","",""
"3706",401691,401691,401691,"5ce13ac2-2325-4faf-9567-e01b43099352","infraspecies","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Myotis","鼠耳蝠屬","Myotis formosus flavus","金黃鼠耳蝠","Y","",""
"3707",401693,401693,401693,"983f733c-e0f8-4b41-b66d-8442645a5997","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Murina","管鼻蝠屬","Murina gracilis","姬管鼻蝠","Y","",""
"3708",401695,401695,401695,"4c497a4b-02bc-4d4b-b502-51763dd0ab4b","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Pipistrellus","家蝠屬","Pipistrellus montanus","山家蝠","Y","",""
"3709",401696,401696,401696,"3c13c2ea-37be-44de-8e41-9dda16da11be","species","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Pipistrellus","家蝠屬","Pipistrellus taiwanensis","臺灣家蝠","","",""
"3710",401697,401697,401697,"4de1d63b-1b78-4460-933b-941903374398","infraspecies","Mammalia","哺乳綱","Chiroptera","翼手目","Vespertilionidae","蝙蝠科","Nyctalus","夜蝠屬","Nyctalus plancyi velutinus","絨山蝠","","",""
"3711",401752,401752,401752,"d6acae4c-bc10-4f50-ba48-111296780bf1","species","Mammalia","哺乳綱","Soricomorpha","鼩形目","Talpidae","鼴鼠科","Mogera","鼴鼠屬","Mogera kanoana","鹿野氏鼴鼠","Y","",""
"3712",404535,404535,404535,"b229d21c-ae28-49b7-a287-92bd0b26949e","species","Aves","鳥綱","Passeriformes","雀形目","Sturnidae","椋鳥科","Acridotheres","八哥屬","Acridotheres fuscus","林八哥","","Y",""
"3713",404536,404536,404536,"233a25cd-bac6-4bb2-94bb-a4b4c173c218","species","Aves","鳥綱","Passeriformes","雀形目","Sturnidae","椋鳥科","Acridotheres","八哥屬","Acridotheres javanicus","白尾八哥","","Y",""
"3714",404537,404537,404537,"0ee58031-c8a4-4a19-b86b-289b52c26a3a","infraspecies","Aves","鳥綱","Passeriformes","雀形目","Sturnidae","椋鳥科","Acridotheres","八哥屬","Acridotheres tristis tristis","家八哥","","Y",""
"3715",404538,404538,404538,"5c6e0465-66ef-4dfc-bfca-0878be75119b","species","Aves","鳥綱","Passeriformes","雀形目","Acrocephalidae","葦鶯科","Acrocephalus","葦鶯屬","Acrocephalus orientalis","東方大葦鶯","","",""
"3716",404539,404539,404539,"5dbb2b00-a638-4838-bb08-6e884152302b","species","Aves","鳥綱","Passeriformes","雀形目","Acrocephalidae","葦鶯科","Acrocephalus","葦鶯屬","Acrocephalus sorghophilus","細紋葦鶯","","",""
"3717",404540,404540,404540,"92b71078-5bfd-45eb-9145-8a7a54a2c515","species","Aves","鳥綱","Charadriiformes","?形目","Scolopacidae","鷸科","Actitis","磯鷸屬","Actitis hypoleucos","磯鷸","","",""
"3718",404541,404541,404541,"da672855-46d2-48fb-a808-0d69bea75af1","infraspecies","Aves","鳥綱","Passeriformes","雀形目","Alaudidae","百靈科","Alauda","雲雀屬","Alauda arvensis intermedia","歐亞雲雀","","",""
"3719",404543,404543,404543,"cf142704-68ef-4d7f-ada2-a05dc3d27135","species","Aves","鳥綱","Passeriformes","雀形目","Motacillidae","鶺鴒科","Anthus","鷚屬","Anthus godlewskii","布萊氏鷚","","",""
"3720",404544,404544,404544,"a3081e79-b4e5-4ad7-a9e8-079d8ff3fd96","infraspecies","Aves","鳥綱","Passeriformes","雀形目","Motacillidae","鶺鴒科","Anthus","鷚屬","Anthus spinoletta blakistoni","水鷚","","",""
"3721",404545,404545,404545,"065d9218-4bba-4659-ada9-9ee0c221f83d","species","Aves","鳥綱","Passeriformes","雀形目","Sturnidae","椋鳥科","Aplonis","輝椋鳥屬","Aplonis panayensis","輝椋鳥","","Y",""
"3722",404546,404546,404546,"f0a64182-43d1-42d8-b25c-05b73079d615","infraspecies","Aves","鳥綱","Pelecaniformes","鵜形目","Ardeidae","鷺科","Ardea","蒼鷺屬","Ardea alba modesta","大白鷺","","",""
